"camis","name","boro","cuisine","action","score","grade","rating","review_count","location.address1","coordinates.latitude","coordinates.longitude","ratings1"
50053361,"Sac's Place Of Jackson Heights","QUEENS","Pizza","violations",22,"B",4.5,76,"86-14 37th Ave",40.7500809185494,-73.8800425082445,"*****"
40389114,"Sacco Pizza","MANHATTAN","Pizza","violations",11,"A",4,325,"819 9th Ave",40.7662658691406,-73.9872665405273,"****"
50059928,"Sachi Asian Bistro","MANHATTAN","Asian","violations",13,"A",4,162,"713 2nd Ave",40.7477989,-73.9740601,"****"
41225436,"Sachiko","BROOKLYN","Japanese","violations",19,"B",3,25,"3083 Brighton 1st Pl",40.5769452,-73.9658642,"***"
41098178,"Sacred Chow","MANHATTAN","Vegetarian","violations",20,"B",4,500,"227 Sullivan St",40.72959,-73.99944,"****"
50040804,"Sadelle's","MANHATTAN","American","violations",17,"B",3.5,419,"463 W Broadway",40.72624,-74.00013,"****"
50035423,"Safari Restaurant NYC","MANHATTAN","African","violations",11,"A",4.5,142,"219 W 116th St",40.80381,-73.9535,"*****"
41628423,"Safari Beach Club","QUEENS","American","violations",68,"C",3,119,"40-05 Bell Blvd",40.76406,-73.770854,"***"
41396367,"Safe Horizon","MANHATTAN","American","violations",2,"A",1,1,"",40.830924987793,-73.9367141723633,"**"
41400630,"Saffron","QUEENS","Spanish","violations",12,"A",3.5,110,"320 Columbus Ave",40.7795372331698,-73.9775128214034,"****"
50065731,"Saffron Garden","QUEENS","Indian","closed",17,"B",3.5,258,"46-11 Skillman Ave",40.7464530742394,-73.9175874,"****"
50039990,"Sagaponack Bar & Grill","MANHATTAN","Seafood","violations",26,"B",4,194,"4 W 22nd St",40.7409324645996,-73.9907836914062,"****"
50047798,"Sagar Ratna","QUEENS","Indian","violations",20,"B",4,17,"25114 Hillside Ave",40.7355468,-73.7160069,"****"
41701489,"Sagar Restaurant","QUEENS","Bangladeshi","violations",15,"B",3.5,84,"168-25B Hillside Ave",40.71173,-73.79021,"****"
41580023,"Sage","BROOKLYN","Thai","violations",21,"B",3.5,448,"299-301 Graham Ave",40.712852,-73.944412,"****"
50038939,"Sahara Cafe Hookah Lounge","BRONX","Juice, Smoothies, Fruit Salads","violations",15,"B",4.5,12,"1890 Eastchester Rd",40.8513635,-73.8439993,"*****"
40785023,"Caracas Arepa Bar","MANHATTAN","Middle Eastern","violations",33,"C",4,2444,"91 E 7th St",40.7269655,-73.9854223,"****"
40563596,"Sahara Restaurant","BROOKLYN","Turkish","violations",19,"B",3,321,"2337 Coney Island Ave",40.600014,-73.96132,"***"
50042208,"Sahara's Turkish Cuisine","MANHATTAN","Turkish","violations",27,"B",4,213,"513 2nd Ave",40.74143,-73.97854,"****"
41617794,"Sai Thai Kitchen","BROOKLYN","Thai","violations",11,"A",3.5,156,"437 5th Ave",40.6693611,-73.9859161,"****"
41028194,"Di Fara Pizza","BROOKLYN","Chinese","violations",11,"A",4,2849,"1424 Ave J",40.625093,-73.961531,"****"
50035638,"Saigon Asian Cuisine","QUEENS","Asian","violations",11,"A",2.5,97,"17661 Union Tpke",40.7260254,-73.7915716,"***"
50015469,"Saigon Grill & Bar","BROOKLYN","Vietnamese/Cambodian/Malaysia","violations",12,"A",4.5,164,"4521 Ave N",40.61883,-73.93099,"*****"
41539844,"Saigon Market","MANHATTAN","Vietnamese/Cambodian/Malaysia","violations",21,"B",3.5,774,"93 University Pl",40.7335422,-73.9928992,"****"
41521764,"Saigon Y 2K Restaurant","QUEENS","Asian","violations",11,"A",3,1,"772 9th Ave Frnt",40.76433,-73.98793,"***"
41538633,"Saigon Shack","MANHATTAN","Vietnamese/Cambodian/Malaysia","violations",18,"B",4,2016,"114 Macdougal St",40.72969,-74.000629,"****"
50043498,"Saigon Vietnamese Sandwich Deli","MANHATTAN","Vietnamese/Cambodian/Malaysia","violations",15,"B",4,555,"369 Broome St",40.7199582,-73.9958631,"****"
41677130,"Saiguette","MANHATTAN","Vietnamese/Cambodian/Malaysia","violations",12,"A",4,475,"935 Columbus Ave",40.79898,-73.962707,"****"
50000107,"Saikai","MANHATTAN","Japanese","violations",26,"B",4,208,"24 Greenwich Ave",40.73496,-73.99983,"****"
50056461,"Jean-Georges","BRONX","Spanish","violations",7,"A",4.5,1675,"1 Central Park W",40.7691122743293,-73.9814290717583,"*****"
41433190,"Saint Ann & The Holy Trinity Church","QUEENS","American","violations",5,"A",4.5,6,"157 Montague St",40.69459,-73.9931,"*****"
41472439,"St. Anselm","BROOKLYN","American","violations",15,"B",4,707,"355 Metropolitan Ave",40.7143299,-73.95604,"****"
50008551,"Saint Vitus","BROOKLYN","American","violations",29,"C",4.5,122,"1120 Manhattan Ave",40.73678,-73.95517,"*****"
50036110,"Saints & Sinners","QUEENS","American","violations",12,"A",3.5,92,"59-21 Roosevelt Ave",40.745583,-73.904496,"****"
50058094,"Sajoma Pizzeria Restaurant NY","BROOKLYN","Latin","violations",23,"B",1,3,"909 Dekalb Ave",40.69275,-73.9403,"**"
41265462,"Saju","MANHATTAN","French","violations",18,"B",3.5,235,"120 W 44th St",40.7565,-73.98427,"****"
40542427,"Sakagura","MANHATTAN","Japanese","violations",7,"A",4,1604,"211 E 43rd St",40.7516467024541,-73.9729489318165,"****"
41705067,"SakaMai","MANHATTAN","Asian","violations",20,"B",4,515,"157 Ludlow St",40.7209536656701,-73.9881407239426,"****"
50062982,"Sakana Sushi & Asian Bistro","BROOKLYN","Japanese","violations",12,"A",4.5,65,"8121 5th Ave",40.62447,-74.02452,"*****"
50054941,"Sakanaya","MANHATTAN","Japanese","violations",9,"A",4.5,42,"304 E 49th St",40.75394,-73.96864,"*****"
50052408,"Sake Bar By Zabb","QUEENS","Thai","violations",14,"B",4,101,"71-28 Roosevelt Ave",40.7463493,-73.8938293,"****"
50041331,"Sake Bar Hagi 46","MANHATTAN","Japanese","violations",10,"A",3.5,134,"358 W 46th St",40.76047,-73.99015,"****"
50037082,"Sake II","BRONX","Japanese","violations",8,"A",3,49,"690 E 187th St",40.85411,-73.88473,"***"
50005991,"O'Sake Japanese Restaurant","BROOKLYN","Japanese","violations",12,"A",4,48,"263 Beach 116th St",40.580977,-73.838259,"****"
50004620,"Saketumi Asian Bistro","BROOKLYN","Asian","violations",20,"B",4,94,"118 Montague St",40.694698,-73.994769,"****"
50062761,"Sakura","BROOKLYN","Japanese","violations",16,"B",3.5,60,"2832 Coney Island Ave",40.58753,-73.96058,"****"
50060720,"Sakura 4","QUEENS","Japanese","violations",13,"A",3,119,"64-19 Myrtle Ave",40.70123,-73.89176,"***"
41352974,"Zenkichi","BROOKLYN","Japanese","violations",14,"B",4,885,"77 N 6th St",40.7189722,-73.9608301,"****"
41722751,"Sakura 7","QUEENS","Japanese","violations",5,"A",4,95,"65-54 Grand Ave",40.7240570459862,-73.8987931830836,"****"
41278885,"Sakura Japanese Restaurant","BROOKLYN","Japanese","violations",14,"B",4.5,16,"215 Beach,116th St",40.580071,-73.837572,"*****"
50043723,"Kimono House","QUEENS","Japanese","violations",16,"B",4.5,24,"131 Thompson St",40.72657,-74.00136,"*****"
50045779,"Sakura of Japan","MANHATTAN","Chinese","violations",12,"A",4,101,"29 John St",40.70972,-74.00854,"****"
41129375,"Sakura Sushi & Thai Cuisine","MANHATTAN","Japanese","violations",12,"A",3,61,"273 Mott St",40.72386,-73.9946499,"***"
41554341,"Sakura Tokyo","BROOKLYN","Japanese","violations",35,"C",3,191,"604 Nostrand Ave",40.6779,-73.94989,"***"
41702078,"Sakuro Tokyo II","BROOKLYN","Japanese","violations",9,"A",3,67,"354 Myrtle Ave",40.6930618,-73.9721451,"***"
41434872,"Sal & Paul's Pizzeria","BROOKLYN","Pizza","violations",10,"A",4.5,36,"1686 Pitkin Ave",40.669419,-73.911059,"*****"
40386569,"Sal & Carmine's Pizza","MANHATTAN","Pizza","reopened",0,"B",3.5,296,"2671 Broadway",40.7983115,-73.9694405,"****"
41463823,"Sal Anthony Italian Heroes","BRONX","Italian","violations",4,"A",5,1,"3118 E Tremont Ave",40.8381,-73.83549,"*****"
50063097,"Sal Anthony's Movement Salon","MANHATTAN","Italian","violations",30,"C",4,187,"190 3rd Ave",40.735488,-73.985984,"****"
40712429,"Sal Y pimienta Restaurant And Bar","QUEENS","Spanish","violations",22,"B",2,4,"1472 Ogden Ave",40.8440741,-73.9236224,"**"
40361618,"Sal, Kris, & Charlie's Deli","QUEENS","Delicatessen","violations",21,"B",4.5,858,"33-12 23rd Ave",40.773326878163,-73.9113807678223,"*****"
41626598,"Sal's Family Pizza","MANHATTAN","Pizza","violations",25,"B",4,29,"630 Main St",41.33455,-73.26358,"****"
41687706,"Sal's Pizza and Italian Kitchen","QUEENS","Italian","violations",0,"B",4,110,"2007 127th St",40.781138,-73.840988,"****"
41017379,"Di Fara Pizza","BROOKLYN","Pizza/Italian","violations",11,"A",4,2849,"1424 Ave J",40.625093,-73.961531,"****"
41533145,"Sal's Pizzeria","BROOKLYN","Pizza","violations",13,"A",3,93,"305 Court St",40.68357,-73.99504,"***"
41138136,"Sal Restaurant","BROOKLYN","American","violations",9,"A",4.5,23,"810 Franklin Ave",40.6702,-73.95829,"*****"
41067778,"Sala One Nine","MANHATTAN","Spanish","violations",11,"A",4,705,"35 W 19th St",40.7398849,-73.9931044,"****"
41497410,"Salaam Bombay","MANHATTAN","Indian","violations",22,"B",3,135,"319 Greenwich St",40.7171105,-74.0105843,"***"
41669919,"Salad Shack","QUEENS","Salads","violations",7,"A",4,141,"15405 Union Tpke",40.7199369,-73.8096573,"****"
40401066,"Eataly","MANHATTAN","Middle Eastern","violations",10,"A",4,4829,"200 5th Ave",40.74195877796,-73.989716662832,"****"
50055414,"Salem's Hour","BROOKLYN","American","violations",10,"A",4.5,71,"1110 Nostrand Ave",40.660554,-73.9507766,"*****"
40948868,"Salerno Pastry Cafe","QUEENS","Italian","violations",8,"A",3,28,"15371 Cross Island Pkwy",40.7888806064064,-73.8090173827724,"***"
41537422,"Salerno Pizza","QUEENS","Pizza/Italian","violations",12,"A",3.5,31,"29-24 30th Ave",40.767289,-73.922863,"****"
41435037,"Alachi Masala","BRONX","Latin","violations",10,"A",4,167,"488 Amsterdam Ave",40.78621,-73.97649,"****"
41588320,"Salinas","MANHATTAN","Spanish","violations",9,"A",4,809,"136 9th Ave",40.7436999,-74.00314,"****"
50055556,"Sally Roots","BROOKLYN","Caribbean","violations",13,"A",4,155,"195 Wyckoff Ave",40.702756,-73.916372,"****"
50050860,"Sally Roots","BROOKLYN","Caribbean","violations",14,"B",4,155,"195 Wyckoff Ave",40.702756,-73.916372,"****"
50041311,"Sally's Fish & Things","BROOKLYN","Caribbean","violations",27,"B",3.5,15,"8922 Flatlands Ave",40.6399768260943,-73.906080672855,"****"
50049968,"Los Arrieros Restaurant","BRONX","American","violations",17,"B",4.5,41,"7602 Roosevelt Ave",40.7470692,-73.8894232,"*****"
41697275,"Salsa Con Fuego","BRONX","American","violations",12,"A",3,417,"2297 Cedar Ave",40.86227,-73.91149,"***"
50063400,"Salsa Mexican Cuisine","BRONX","Mexican","violations",14,"B",2.5,4,"677 Morris Park Ave",40.84526,-73.86672,"***"
50048051,"Margheritas Pizza","BRONX","American","violations",17,"B",2,15,"945 E 163rd St",40.8213195800781,-73.8961639404297,"**"
50038444,"Salt & Bone Smokehouse","QUEENS","American","violations",9,"A",3.5,227,"32-7 30th Ave",40.7664528,-73.9204054,"****"
50009320,"Salt + Charcoal","BROOKLYN","Japanese","violations",11,"A",4,216,"171 Grand St",40.71453,-73.9613511,"****"
41579144,"Tick Tock Diner","MANHATTAN","Middle Eastern","violations",39,"C",2.5,892,"481 8th Ave",40.7523868283035,-73.9935321441803,"***"
41439863,"Saltie","BROOKLYN","Sandwiches","violations",40,"C",4,276,"378 Metropolitan Ave",40.71385,-73.95554,"****"
50054361,"Salud Bar & Grill","MANHATTAN","Juice, Smoothies, Fruit Salads","violations",35,"C",4,224,"1413 Bushwick Ave",40.6846559,-73.9090595,"****"
50043495,"Salud Bar & Grill","BROOKLYN","Latin","violations",12,"A",4,224,"1413 Bushwick Ave",40.6846559,-73.9090595,"****"
50033081,"Mayahuel Mariposa","QUEENS","Juice, Smoothies, Fruit Salads","violations",10,"A",4,561,"304 E 6th St",40.72711,-73.98817,"****"
41632731,"Despaña","QUEENS","American","violations",4,"A",4.5,490,"408 Broome St",40.7210686,-73.9979083,"*****"
50055715,"Saluggi's","MANHATTAN","Italian","violations",13,"A",4,521,"325 Church St",40.720104,-74.003578,"****"
41373293,"Salumeria Rosi","MANHATTAN","Italian","violations",10,"A",4,413,"283 Amsterdam Ave",40.77932,-73.9809,"****"
41708194,"Salvation Taco","MANHATTAN","Mexican","violations",51,"C",3,1076,"145 E 39th St",40.74931,-73.97664,"***"
50014994,"230 Fifth Rooftop Bar","MANHATTAN","Not Listed/Not Applicable","violations",7,"A",3,2476,"230 Fifth Ave",40.7438322669668,-73.9880068207382,"***"
40392140,"The Museum of Modern Art","STATEN ISLAND","Pizza","violations",10,"A",4.5,1790,"11 West 53rd St",40.76146,-73.97736,"*****"
50059739,"Antonio's Trattoria","BRONX","Pizza","violations",10,"A",4.5,578,"2370 Belmont Ave",40.854131,-73.886601,"*****"
41414123,"Salvatores of Soho","BRONX","Italian","violations",10,"A",4,227,"3738 Riverdale Ave",40.8875232,-73.90704,"****"
50050465,"Salvatoria Kitchen and Bar","QUEENS","Latin","violations",24,"B",4.5,101,"31-18 Broadway",40.76142,-73.92486,"*****"
40394028,"Salvi Restaurant","BROOKLYN","Italian","violations",8,"A",4,25,"4220 Quentin Rd",40.6176699,-73.93189,"****"
41704189,"Salvo's Pizzabar","MANHATTAN","Pizza/Italian","violations",53,"C",4,214,"1477 York Ave",40.7708511352539,-73.950927734375,"****"
50002734,"Salza Pizza","QUEENS","Pizza","violations",46,"C",3.5,45,"73-17 Woodside Ave",40.7433,-73.89094,"****"
41657557,"Sam Lee Kitchen","QUEENS","Chinese","violations",12,"A",2,26,"2108 36th Ave",40.7596809,-73.9367017,"**"
41445835,"Sam Won Gahk","QUEENS","Korean","violations",10,"A",3.5,152,"144-20 Northern Blvd",40.7645976153271,-73.8227350533587,"****"
41382840,"Sam's Bagels","BROOKLYN","American","violations",17,"B",4,29,"7715 5th Ave",40.6282153077099,-74.024318588682,"****"
50062342,"Sam's Fried Ice Cream","MANHATTAN","Ice Cream, Gelato, Yogurt, Ices","violations",8,"A",4.5,125,"37 Orchard St",40.7158246143014,-73.9914940147472,"*****"
41276395,"Sam's Pizza","BRONX","Pizza","violations",11,"A",4.5,87,"232 W 231st St",40.87939,-73.90601,"*****"
40385852,"Sam's Place","MANHATTAN","Italian","violations",10,"A",4,194,"132 E 39th St",40.749270880468,-73.977082744053,"****"
41599530,"Sam's Soul Food Restaurant Bar & Lounge","BROOKLYN","American","violations",11,"A",3.5,51,"596-598 Grand Concourse",40.819665,-73.92637,"****"
40747050,"Samaria Pizza","QUEENS","Pizza","violations",10,"A",4,46,"2107 Broadway",40.765664798585,-73.930791735236,"****"
50051020,"Churrascaria Plataforma","MANHATTAN","Brazilian","violations",7,"A",4,1165,"316 W 49th St",40.76202,-73.98765,"****"
50044120,"Memo Shish Kebab","BROOKLYN","Russian","violations",13,"A",4,228,"1821 Kings Hwy",40.610334319877,-73.954959538747,"****"
40691110,"Sammy's Fish Box Restaurant","BRONX","Seafood","violations",11,"A",3,542,"41 City Island Ave",40.83903,-73.7836,"***"
50052277,"Sammy's House of BBQ","MANHATTAN","Southwestern","violations",11,"A",3,74,"258 W 44th St",40.75821,-73.98833,"***"
40744702,"Sammy's Noodle Shop & Grill","MANHATTAN","Chinese","violations",4,"A",3.5,399,"453 Ave Of The Americas",40.73516,-73.99875,"****"
41397464,"Sammy's Fish Box Restaurant","BRONX","Seafood","violations",12,"A",3,542,"41 City Island Ave",40.83903,-73.7836,"***"
40368552,"Sammy's Roumanian Steakhouse","MANHATTAN","Steak","violations",11,"A",4,373,"157 Chrystie St",40.720429,-73.992872,"****"
50051310,"Sampan Chinese Restaurant","QUEENS","Chinese","violations",9,"A",3.5,60,"28-48 Steinway St",40.7644,-73.9148699,"****"
41189848,"Sam's Famous Pizza","MANHATTAN","Pizza","violations",12,"A",3.5,65,"150 E 116th St",40.7983207702637,-73.9416351318359,"****"
50003374,"Samudra Vegetarian Restaurant & Chaat House","QUEENS","Indian","violations",12,"A",4,430,"75-18 37th Ave",40.7490953,-73.8903772,"****"
41117836,"Samuel Adams Brewhouse","QUEENS","Bottled beverages, including water, sodas, juices, etc.","violations",2,"A",3,4,"Jfk International Airport",40.65009,-73.75436,"***"
50015423,"Samuel J Friedman Theatre","MANHATTAN","American","violations",10,"A",4,38,"261 W 47th St",40.76038451712,-73.986580267752,"****"
41677117,"Di Fara Pizza","BROOKLYN","Caribbean","violations",4,"A",4,2849,"1424 Ave J",40.625093,-73.961531,"****"
50053572,"SAMUI","BROOKLYN","Thai","violations",7,"A",4,90,"15 Vanderbilt Ave",40.697399,-73.97039,"****"
50033708,"Samurai Mama","BROOKLYN","Japanese","violations",6,"A",4,508,"205 Grand St",40.7140208838114,-73.960325717926,"****"
50014201,"Samurai Papa","BROOKLYN","Japanese","violations",13,"A",4.5,215,"32 Varet St",40.702892072912,-73.943588398397,"*****"
41504235,"Samurai Fusion Sushi","BROOKLYN","Japanese","violations",8,"A",4,125,"1709 86th St",40.608551,-74.004348,"****"
50064404,"Samurice","MANHATTAN","Japanese","violations",12,"A",3,6,"277 Canal St",40.7189134849859,-74.0010761842131,"***"
50065505,"San Aroy Thai Kitchen","QUEENS","Thai","violations",10,"A",4.5,52,"2906 23rd Ave",40.7748233734315,-73.9137511700392,"*****"
50046452,"San Carlo Osteria Piemonte","MANHATTAN","Italian","violations",13,"A",4.5,105,"90 Thompson St",40.725139,-74.002098,"*****"
50051278,"San Feng Restaurant","QUEENS","Chinese","violations",64,"C",3,7,"4171 Bowne St",40.7577234044128,-73.8225986881346,"***"
50016847,"San Gennaro Trattoria Restaurant Bar","BRONX","Italian","violations",21,"B",4,114,"2329 Arthur Ave",40.8540465225016,-73.8889484480023,"****"
40810657,"Flor De Mayo","BRONX","Latin","violations",12,"A",4,1044,"484 Amsterdam Ave",40.78609,-73.97658,"****"
40888633,"San Loco","MANHATTAN","Mexican","violations",44,"C",3,222,"111 Stanton St",40.7210575087845,-73.987348174211,"***"
41594624,"San Marino Restaurante","MANHATTAN","Italian","violations",12,"A",4,115,"66 Charlton St",40.72697,-74.00611,"****"
41699229,"San Marzano Pasta Fresca","MANHATTAN","American","violations",11,"A",4,747,"117 Second Ave",40.727989,-73.98845,"****"
50048471,"San Marino Restaurante","STATEN ISLAND","Other","violations",12,"A",4,115,"66 Charlton St",40.72697,-74.00611,"****"
41519432,"San Matteo Pizza and Espresso Bar","MANHATTAN","Pizza","violations",7,"A",4,426,"1739 2nd Ave",40.78045,-73.95022,"****"
50042812,"San Matteo Pizzeria e Cucina","MANHATTAN","Italian","violations",21,"B",3.5,165,"1559 2nd Ave",40.7746799,-73.95443,"****"
50048464,"San Miguel","STATEN ISLAND","Mexican","violations",19,"B",4,13,"680 Cary Ave",40.631626,-74.124572,"****"
40393761,"San Pietro Restaurant","MANHATTAN","Italian","violations",26,"B",3.5,55,"18 E 54th St",40.7605,-73.97443,"****"
40876361,"San Remo Pizzeria & Restaurant","BROOKLYN","Pizza/Italian","violations",11,"A",3.5,151,"1408 Cortelyou Rd",40.64081,-73.96493,"****"
50041705,"San Soo Kap San","QUEENS","Korean","violations",21,"B",3.5,161,"38-13 Union St",40.76129,-73.82665,"****"
40384441,"Sancho's","BROOKLYN","Spanish","violations",13,"A",3.5,84,"7410 3rd Ave",40.63188,-74.02779,"****"
41269802,"Sanctuary T","MANHATTAN","American","violations",5,"A",3.5,392,"337B W Broadway",40.7223798,-74.0035218,"****"
50059085,"sandobe","BROOKLYN","Japanese","violations",5,"A",4,107,"918 Broadway",40.697154,-73.936241,"****"
41384201,"Sandro's","MANHATTAN","Italian","violations",27,"B",4,54,"306 E 81st St",40.7742854,-73.9537163,"****"
41492331,"L'Artusi","QUEENS","Latin","violations",19,"B",4.5,1474,"228 W 10th St",40.733714,-74.005068,"*****"
50034770,"Mosholu Golf Course and Driving Range","BRONX","American","violations",13,"A",3.5,11,"3545 Jerome Ave",40.8903049,-73.8793958,"****"
50033154,"Sandwich Bar","QUEENS","Sandwiches","violations",9,"A",4,33,"71-32 Main St",40.7271231,-73.8223929,"****"
41344869,"Pisillo Italian Panini","MANHATTAN","Sandwiches","violations",12,"A",4.5,455,"97 Nassau St",40.7104975,-74.0076675,"*****"
50063581,"Sandwicherie","MANHATTAN","Sandwiches/Salads/Mixed Buffet","violations",12,"A",3.5,46,"127 4th Ave",40.73324,-73.9896,"****"
50007126,"Sandwicherie of New York","MANHATTAN","American","violations",10,"A",3.5,117,"202 E 42nd St",40.75038,-73.97414,"****"
41630730,"Sandy's Cafe","BROOKLYN","CafÃ©/Coffee/Tea","violations",35,"C",4.5,20,"577 5th Ave",40.6647755880105,-73.9896098928672,"*****"
40662349,"Sanfords","QUEENS","American","violations",34,"C",4,543,"30-13 Broadway",40.762339,-73.925568,"****"
50059238,"Sangarita's","QUEENS","Italian","violations",10,"A",3.5,143,"40-02 Bell Blvd",40.7641371911097,-73.7715749815106,"****"
50017896,"Sangria Tapas & Wine","QUEENS","Spanish","violations",17,"B",3.5,198,"2902 Francis Lewis Blvd",40.770258,-73.793491,"****"
41661506,"Sangria 46","MANHATTAN","Latin","violations",28,"C",3.5,339,"338 W 46th St",40.7602,-73.9895,"****"
41166868,"Sangria Tapas Bar & Restaurant","QUEENS","Spanish","violations",13,"A",3.5,115,"9541 Sutphin Blvd",40.6974071,-73.8056635,"****"
40752437,"Sanpanino","MANHATTAN","Italian","violations",11,"A",4,130,"494 Hudson St",40.73281,-74.00613,"****"
40386722,"Maspeth Pizza","QUEENS","Pizza","violations",17,"B",3.5,41,"7109 Grand Ave",40.72815,-73.89206,"****"
41434693,"Sansimian Jamaican West Indian Restaurant","BROOKLYN","Caribbean","violations",49,"C",3,1,"1827 Flatbush Ave",40.62533,-73.93935,"***"
41721252,"Sant Ambroeus","MANHATTAN","Italian","violations",23,"B",4,319,"1000 Madison Ave",40.7752929376282,-73.9629447443084,"****"
50043153,"Sant Ambroeus Coffee Bar at Sotheby's","MANHATTAN","American","violations",19,"B",4,9,"1334 York Ave",40.7663,-73.95355,"****"
50051444,"5 Burro Cafe","QUEENS","Latin","violations",30,"C",3.5,1128,"72-05 Austin St",40.7192464187592,-73.8422552802263,"****"
41134612,"Donovan's Pub","QUEENS","Other","violations",20,"B",4,358,"57-24 Roosevelt Ave",40.7452467497759,-73.9068230114332,"****"
50002749,"Santa Ana Deli & Grocery","BROOKLYN","Mexican","violations",17,"B",4.5,17,"171 Irving Ave",40.702373,-73.919776,"*****"
41216873,"Santa Clarita","BRONX","Tex-Mex","violations",23,"B",4.5,16,"237 Willis Ave",40.80941,-73.922889,"*****"
41063283,"Santa Fe","MANHATTAN","Mexican","violations",26,"B",3.5,140,"73 W 71st St",40.7767077615034,-73.9789559105304,"****"
40945691,"Santa Fe Grill & Bar","BRONX","Mexican","violations",13,"A",3.5,74,"6025 Broadway",40.8913205,-73.8977337,"****"
50056005,"Santa Panza","BROOKLYN","Italian","violations",7,"A",4.5,88,"1079 Broadway",40.6947,-73.93068,"*****"
50017922,"Santina","MANHATTAN","Armenian","violations",13,"A",3.5,517,"820 Washington St",40.7396,-74.00844,"****"
41715751,"Santo Domingo Bakery","MANHATTAN","Bakery","violations",13,"A",3.5,24,"93 Clinton St",40.71862,-73.98561,"****"
50052610,"Santo Domingo Restaurant","BROOKLYN","Latin","violations",27,"B",4.5,16,"862 New Lots Ave",40.66775,-73.87888,"*****"
40571663,"Santoor Grill","QUEENS","Indian","violations",10,"A",4,272,"25705 Union Tpke",40.7461651,-73.714548,"****"
41602079,"Santos Anne","BROOKLYN","French","violations",12,"A",4,270,"366 Union Ave",40.7113837497199,-73.9510455988026,"****"
41601137,"Santo Domingo Restaurant","BROOKLYN","Mexican","violations",8,"A",4.5,16,"862 New Lots Ave",40.66775,-73.87888,"*****"
41629235,"Sao Mai","MANHATTAN","Vietnamese/Cambodian/Malaysia","violations",22,"B",3.5,454,"203 1st Ave",40.730362,-73.98362,"****"
41499963,"Joy Indian Restaurant","BROOKLYN","Indian","violations",22,"B",3.5,609,"301 Flatbush Ave",40.67883,-73.9734299,"****"
50015134,"Sapienza Delicatessen & Restaurant","QUEENS","Delicatessen","violations",4,"A",4.5,72,"164-26 Cross Bay Blvd",40.6502227783203,-73.8378829956055,"*****"
50038411,"Sapitos","MANHATTAN","Spanish","violations",39,"C",3,67,"3168 E Tremont Ave",40.83708,-73.83449,"***"
41129035,"Sapitos","BRONX","Spanish","violations",18,"B",3,67,"3168 E Tremont Ave",40.83708,-73.83449,"***"
50064590,"Sapoara Wood Roasting Grill & Bar","MANHATTAN","American","violations",40,"C",4.5,26,"2262 1st Ave",40.79615,-73.93495,"*****"
50036867,"Sapore di Casa Pizzeria & Restaurant","QUEENS","Pizza","violations",12,"A",4,58,"22330 Union Tpke",40.7354339,-73.7473869,"****"
50005275,"Sapore Di Italia","BROOKLYN","Italian","violations",26,"B",3,79,"245 Harman St",40.698984,-73.920113,"***"
50017456,"Sapore Gourmet","BRONX","Italian","violations",12,"A",4,8,"2454 E Tremont Ave",40.842437,-73.851304,"****"
50047475,"Sapori D'Italia","MANHATTAN","Italian","violations",5,"A",5,43,"105 Mulberry St",40.71735,-73.99855,"*****"
50000020,"Saporito Pizza & Restaurant","STATEN ISLAND","Pizza/Italian","violations",13,"A",4,11,"896 Huguenot Ave",40.53257,-74.1924,"****"
50055296,"Sapphire 39","MANHATTAN","Other","violations",12,"A",3,6,"20 West 39th St",40.7518920898438,-73.9835968017578,"***"
40722258,"Sapphire Indian Cuisine","MANHATTAN","Indian","violations",11,"A",3.5,304,"1845 Broadway",40.76937,-73.9824,"****"
50046487,"Sapphire Indian Restaurant","BROOKLYN","Indian","violations",2,"A",3.5,30,"435 Dekalb Ave",40.6906127929688,-73.9599838256836,"****"
40716141,"Sapphire Lounge","MANHATTAN","American","violations",9,"A",1.5,2,"Central Terminal Area",40.6486141428149,-73.7816154956818,"**"
41382150,"Bianca Jewelers","MANHATTAN","American","violations",12,"A",5,96,"647 Lexington Ave",40.7593462,-73.9701318,"*****"
50060864,"Sapporo Ichiban","BROOKLYN","Japanese","violations",13,"A",4,200,"622 Manhattan Ave",40.72365,-73.95057,"****"
41273539,"Bayridge Sushi","BROOKLYN","Japanese","violations",18,"B",3.5,187,"6914 3rd Ave",40.635466,-74.026454,"****"
40878590,"Sapporo Japanese Restaurant","MANHATTAN","Japanese","violations",33,"C",4,33,"3266 Merrick Rd",40.664321,-73.50978,"****"
41541403,"Miyabi Asian Fusion","STATEN ISLAND","Japanese","violations",7,"A",4.5,246,"1348 Forest Ave",40.6258092020868,-74.1345641477488,"*****"
41390129,"Sarabeth's","MANHATTAN","American","violations",10,"A",3.5,1492,"40 Central Park S",40.7651603703266,-73.9755199656067,"****"
41089876,"Sarabeth's","MANHATTAN","American","violations",19,"B",3.5,1492,"40 Central Park S",40.7651603703266,-73.9755199656067,"****"
40577676,"Sarabeth's","MANHATTAN","American","violations",22,"B",3.5,1492,"40 Central Park S",40.7651603703266,-73.9755199656067,"****"
41390137,"Lord & Taylor","MANHATTAN","CafÃ©/Coffee/Tea","violations",12,"A",3,384,"424 Fifth Ave",40.7515058048243,-73.9825920760632,"***"
41387010,"Saraghina","BROOKLYN","Italian","violations",14,"B",4,728,"435 Halsey St",40.6835063,-73.9352006,"****"
