"camis","name","boro","cuisine","action","score","grade","rating","review_count","location.address1","coordinates.latitude","coordinates.longitude","ratings1"
41517086,"Giuseppina's","BROOKLYN","Pizza","violations",23,"B",4.5,243,"691 6th Ave",40.6603430973463,-73.9907741546631,"*****"
50014712,"Givers And Takers","BROOKLYN","American","violations",13,"A",4.5,28,"286 3rd Ave",40.6773146311088,-73.9863216102727,"*****"
50057665,"Giving Coffee","BROOKLYN","Caf̩/Coffee/Tea","closed",58,"C",5,3,"251 53rd St",40.6465767,-74.0172941,"*****"
41136985,"Glacken's Bar & Grill","BRONX","American","violations",23,"B",4.5,5,"135 E 149th St",40.81904,-73.92851,"*****"
50016593,"Nan Xiang Xiao Long Bao","QUEENS","Chinese","violations",12,"A",4,2865,"38-12 Prince St",40.7598810063385,-73.8325853625656,"****"
41722677,"Glady's","BROOKLYN","Caribbean","violations",24,"B",4,355,"788 Franklin Ave",40.671705,-73.957887,"****"
40423356,"Glaser's Bake Shop","MANHATTAN","Bakery","violations",33,"C",4.5,309,"1670 1st Ave",40.77759,-73.94846,"*****"
41404053,"Glass House Tavern","MANHATTAN","American","violations",5,"A",3.5,270,"252 W 47th St",40.759833,-73.986698,"****"
41716870,"Glasserie","BROOKLYN","Mediterranean","violations",28,"C",4,287,"95 Commercial St",40.7376154,-73.9560697,"****"
41048074,"Pomegranate","BROOKLYN","Jewish/Kosher","violations",10,"A",4,78,"1507 Coney Island Ave",40.62073,-73.9642,"****"
50058627,"Essen NY Deli","BROOKLYN","Jewish/Kosher","violations",38,"C",3.5,52,"1359 Coney Island Ave",40.6244,-73.96474,"****"
50051966,"Glatt Kosher Family","BROOKLYN","Jewish/Kosher","violations",10,"A",2.5,22,"4305 18th Ave",40.630959,-73.976058,"***"
50002428,"Glaze Teriyaki","MANHATTAN","Asian","violations",27,"B",3.5,252,"139 4th Ave",40.7337264,-73.9897411,"****"
50059006,"Glaze Teriyaki","BROOKLYN","Japanese","violations",17,"B",3.5,252,"139 4th Ave",40.7337264,-73.9897411,"****"
41535648,"Glaze Teriyaki","MANHATTAN","Asian","violations",11,"A",3.5,277,"638 Lexington Ave",40.7591909,-73.9704258,"****"
41403525,"Gleason's","QUEENS","American","violations",10,"A",2.5,191,"3308 Broadway",40.7612278457818,-73.9238075612786,"***"
50047529,"Gleason's Tavern","MANHATTAN","American","violations",10,"A",4,72,"206 W 41st St",40.75539,-73.98809,"****"
40393832,"The Quays Pub","QUEENS","American","violations",13,"A",4.5,94,"45-02 30th Ave",40.76173,-73.91103,"*****"
40569838,"Judge Roy Bean Public House","BRONX","American","violations",11,"A",4.5,505,"38 W 56th St",40.7629158108786,-73.9761248066812,"*****"
40402899,"Glen Terrace Caterers","BROOKLYN","American","violations",17,"B",3.5,14,"5313 Ave N",40.61931,-73.92326,"****"
41244056,"Glendale Bagels & Quality Deli","QUEENS","Bagels/Pretzels","violations",7,"A",4.5,76,"6935 Myrtle Ave",40.70211,-73.88158,"*****"
40584158,"Bouchon Bakery & Cafe","QUEENS","Bakery","violations",12,"A",4,1273,"10 Columbus Cir",40.7680617093661,-73.9825344085693,"****"
41707407,"Glendale Diner","QUEENS","Mediterranean","violations",8,"A",3.5,101,"7108 Myrtle Ave",40.701805,-73.879646,"****"
40388639,"Glendale Pizza","QUEENS","Pizza","violations",12,"A",4,27,"6827 Myrtle Ave",40.701919,-73.883666,"****"
40547163,"Glenlo Tavern","QUEENS","American","violations",11,"A",3,24,"64-18 Fresh Pond Rd",40.709754,-73.899307,"***"
50042550,"Global Kitchen","MANHATTAN","American","violations",15,"B",3,105,"1290 Ave Of Americas",40.7608415,-73.9795183,"***"
50036636,"GLOO","MANHATTAN","French","violations",8,"A",4,120,"78 Carmine St",40.7295,-74.00471,"****"
50001923,"Gloria Jean's Coffee","QUEENS","American","violations",19,"B",3.5,23,"9015 Queens Blvd",40.734568,-73.870652,"****"
41633964,"Gloria Pizza","QUEENS","Pizza","violations",11,"A",3,210,"108-22 Queens Blvd",40.7209242189662,-73.8437266660667,"***"
40841241,"Gloria's Caribbean Cuisine","BROOKLYN","Caribbean","violations",9,"A",3.5,271,"764 Nostrand Ave",40.67241,-73.95041,"****"
41349725,"Gloria's Caribbean Cuisine","BROOKLYN","Caribbean","violations",13,"A",3.5,271,"764 Nostrand Ave",40.67241,-73.95041,"****"
50002494,"Glorietta Baldy","BROOKLYN","American","violations",16,"B",4,57,"502 Franklin Ave",40.6813358395142,-73.9561890468519,"****"
40399729,"Glory Deli & Grocery","QUEENS","Delicatessen","violations",7,"A",2.5,4,"4630 Vernon Blvd",40.7460499,-73.95329,"***"
41610426,"Top Thai Restaurant","BROOKLYN","Thai","violations",26,"B",3.5,249,"8510 4th Ave",40.62325,-74.02838,"****"
50044717,"Senza Gluten","MANHATTAN","Hotdogs/Pretzels","violations",0,"B",4.5,380,"206 Sullivan St",40.7290911050589,-74.0003699151971,"*****"
41475502,"GMC Temaxcal Deli & Grocery","BROOKLYN","Mexican","violations",45,"C",5,28,"163 Park Ave",40.696418,-73.972984,"*****"
41563445,"GMT Tavern","MANHATTAN","American","violations",8,"A",3.5,182,"142 Bleecker St",40.7280325954126,-73.999104554426,"****"
50055434,"Gnarly Eats","BROOKLYN","American","violations",19,"B",4,130,"447 7th Ave",40.663201,-73.984806,"****"
50014199,"Gnoccheria by Luzzo's","MANHATTAN","Italian","violations",17,"B",4,147,"234 E 4th St",40.723315,-73.983139,"****"
40763881,"Gnocco","MANHATTAN","Italian","violations",15,"B",3.5,377,"337 E 10th St",40.72713,-73.9802799,"****"
50009366,"Go Believe Bakery","MANHATTAN","Chinese","violations",45,"C",4.5,27,"239 Grand St",40.7182597,-73.9945592,"*****"
50006275,"Go Catering","MANHATTAN","American","violations",11,"A",1,1,"522 W 29th St",40.75186,-74.00299,"**"
50034278,"Go Cups","MANHATTAN","Juice, Smoothies, Fruit Salads","violations",19,"B",4,54,"1838 2nd Ave",40.7834279537201,-73.9476234465837,"****"
41703965,"Go! Go! Curry!","MANHATTAN","Japanese","violations",39,"C",4,1291,"273 W 38th St",40.75463,-73.99115,"****"
41721259,"Chelsea Market","MANHATTAN","Japanese","violations",33,"C",4.5,1837,"75 9th Ave",40.7419711362098,-74.0048450364568,"*****"
41701177,"Go Go Thai","MANHATTAN","Thai","violations",25,"B",3.5,252,"144 W 19th St",40.74121,-73.99665,"****"
41117842,"Go Natural Health Foods & Juice Bar","QUEENS","Sandwiches","violations",10,"A",4,64,"4503 Queens Blvd",40.7435321,-73.9193729,"****"
50057719,"Go Noodle Nine Moon","MANHATTAN","Chinese","violations",23,"B",3,43,"1069 1st Ave",40.75932,-73.96254,"***"
50046085,"Babbo","MANHATTAN","Asian","violations",17,"B",4,2185,"110 Waverly Pl",40.732283,-73.999284,"****"
50056282,"Nick's Pizza","QUEENS","Pizza","violations",16,"B",4,703,"108-26 Ascan Ave",40.7180340118437,-73.8405716801256,"****"
50044155,"Eleven Madison Park","BROOKLYN","Caribbean","violations",9,"A",4.5,1764,"11 Madison Ave",40.7416907417333,-73.9872074872255,"*****"
50032595,"Goemon","MANHATTAN","Japanese","violations",10,"A",4,91,"29 Kenmare St",40.72083,-73.99509,"****"
50017030,"Danji","MANHATTAN","Korean","violations",31,"C",4,839,"346 W 52nd St",40.764,-73.98686,"****"
50059837,"GOGI 37","MANHATTAN","Korean","violations",14,"B",4,130,"252 West 37th St",40.7535849,-73.9914546,"****"
41580782,"GoGo-Gi","MANHATTAN","Korean","violations",13,"A",4,147,"3908 Broadway",40.83794,-73.94171,"****"
41630109,"Golan Heights","MANHATTAN","Jewish/Kosher","violations",11,"A",4,64,"2553 Amsterdam Ave",40.851497,-73.927925,"****"
41697115,"Gold Mine Cafe","BRONX","Greek","violations",20,"B",3,28,"5578 Broadway",40.8789689,-73.9044863,"***"
50048523,"Gold Sounds","BROOKLYN","American","violations",19,"B",3,14,"44 Wilson Ave",40.702629,-73.929611,"***"
41575838,"Gold Star Jerk Center","BRONX","Caribbean","violations",12,"A",3.5,45,"3768 White Plains Rd",40.88335,-73.8627801,"****"
40534973,"Gold's Gym","QUEENS","Juice, Smoothies, Fruit Salads","violations",5,"A",3,37,"157-05 Crossbay Blvd",40.66222,-73.84003,"***"
41704198,"Goldbar","MANHATTAN","American","violations",9,"A",3,209,"389 Broome St",40.720359,-73.997131,"***"
50035763,"Golden Bay Restaurant","BROOKLYN","Asian","violations",29,"C",3.5,69,"2144 86th St",40.6025019652255,-73.9951656013727,"****"
41675250,"Golden Bird Chinese Restaurant","BROOKLYN","Chinese","violations",17,"B",1.5,3,"1669 Nostrand Ave",40.6454,-73.94882,"**"
50002626,"New Golden Bowl Restaurant","MANHATTAN","Chinese","violations",20,"B",4,8,"51 Division St",40.71412,-73.99509,"****"
41595573,"Golden Bun Bakery","BROOKLYN","Chinese","violations",21,"B",3,17,"2180 86th St",40.601856,-73.994171,"***"
41400695,"Golden Carriage Bakery","QUEENS","Korean","closed",45,"C",2,1,"79 Chrystie St",40.71735,-73.99457,"**"
41053329,"Golden Chicken","QUEENS","Chicken","violations",20,"B",3.5,57,"17944 Hillside Ave",40.71262,-73.7832658,"****"
50051189,"Golden China","BROOKLYN","Chinese","violations",6,"A",2.5,8,"61Church Ave",40.6423,-73.98096,"***"
50004482,"New York Botanical Garden","BRONX","Chinese","violations",9,"A",4.5,538,"2900 Southern Blvd",40.8622798125418,-73.8771354681101,"*****"
50043957,"Golden Chopstick","BROOKLYN","Chinese","violations",18,"B",3.5,55,"789 Franklin Ave",40.6718339,-73.957229,"****"
41454953,"New Golden Chopstick Chinese Restaurant","BROOKLYN","Chinese","violations",6,"A",3,32,"77 Pearl St",40.70404,-74.01049,"***"
41678866,"Golden City Chinese Restaurant","MANHATTAN","Chinese","violations",12,"A",3.5,72,"423 9th Ave",40.753277148143,-73.996643608314,"****"
41501500,"Handy","BRONX","Chinese","violations",25,"B",3.5,4508,"",40.7455902099609,-73.9792785644531,"****"
41394237,"Golden City Chinese Restaurant","MANHATTAN","Chinese","violations",15,"B",3.5,72,"423 9th Ave",40.753277148143,-73.996643608314,"****"
41241483,"Golden City Chinese Takeout","BRONX","Chinese","violations",11,"A",3.5,11,"238 W 231st St",40.8795643597841,-73.9061859995127,"****"
41652187,"Golden Corner Noodles","QUEENS","Chinese","violations",17,"B",4.5,45,"42-15 College Point Blvd",40.7541243338164,-73.8327374542145,"*****"
41548204,"Golden Crepes","MANHATTAN","French","violations",2,"A",4,206,"262 W 15th St",40.74021,-74.00172,"****"
40700926,"Golden Crown Bakery","BROOKLYN","Bakery","violations",12,"A",3,9,"2214 86th St",40.60156,-73.99353,"***"
40373118,"Golden Dove","STATEN ISLAND","American","violations",20,"B",2.5,60,"3281 Richmond Ave",40.55885,-74.16913,"***"
50015840,"The Cloisters","MANHATTAN","Chinese","violations",10,"A",4.5,557,"99 Margaret Corbin Dr",40.8649766228154,-73.9315730494599,"*****"
41704239,"Golden Dragon Restaurant","BROOKLYN","Chinese","violations",24,"B",4,22,"785 Yonkers Ave",40.922411,-73.8634427,"****"
40975656,"Golden Dynasty Restaurant","BROOKLYN","Chinese","violations",10,"A",4,15,"6316 Bay Pkwy",40.6147599,-73.98074,"****"
41303290,"Golden Eagle II Coffee Shop","BRONX","American","violations",9,"A",3.5,19,"682 Morris Park Ave",40.844909,-73.866355,"****"
50058188,"Golden Flower Chinese Restaurant","BRONX","Chinese","violations",35,"C",4.5,2,"1772 Westchester Ave",40.831264,-73.867401,"*****"
50010066,"Golden Forest","MANHATTAN","Chinese","violations",17,"B",4,124,"353 Grand St",40.7167,-73.98945,"****"
50054256,"Golden Fountain Chinese Restaurant","QUEENS","Chinese","violations",17,"B",3.5,10,"1232 Yonkers Ave",40.9143707,-73.8509427,"****"
50001956,"Golden Fountain Chinese Restaurant","BRONX","Caribbean","reopened",9,"A",3.5,10,"1232 Yonkers Ave",40.9143707,-73.8509427,"****"
41377172,"Golden Fung Wong Bakery","MANHATTAN","Bakery","violations",10,"A",4,67,"41 Mott St",40.71517,-73.99903,"****"
50065108,"S&S Cheesecake","BRONX","Chinese","closed",63,"C",4.5,165,"222 W 238th St",40.8847182244062,-73.8995528966188,"*****"
41201903,"Golden Harbor","QUEENS","Chinese","violations",19,"B",3,34,"8216 63rd Ave",40.7221665,-73.8738655,"***"
50043255,"Golden Hing Restaurant","BROOKLYN","Chinese","violations",9,"A",3.5,7,"1082 Bedford Ave",40.68776,-73.9549399,"****"
40599302,"Quick Ride Corp","BROOKLYN","Chinese","violations",25,"B",4.5,424,"88 Hester St",40.71627,-73.99243,"*****"
50051314,"Golden House","QUEENS","Chinese","violations",43,"C",2.5,79,"3512 30th Ave",40.76497,-73.91789,"***"
50012165,"Golden House Restaurant","QUEENS","Chinese","violations",34,"C",2,2,"105-04 Liberty Ave",40.6824722886086,-73.8359577208757,"**"
41685731,"Golden Kitchen","QUEENS","Chinese","violations",9,"A",3.5,23,"2921 Astoria Blvd",40.7704481038437,-73.9190678626333,"****"
50053833,"Golden Krust","QUEENS","Caribbean","violations",10,"A",2.5,18,"9221 Parsons Blvd",40.7031348,-73.7999346,"***"
50040711,"Golden Krust Bakery","BROOKLYN","Caribbean","violations",34,"C",3,13,"7 Flatbush Ave",40.6881860643625,-73.9803866297007,"***"
50008160,"Golden Krust Caribbean Bakery & Grill","BROOKLYN","Caribbean","violations",14,"B",2.5,53,"47 W 14th St",40.7372,-73.99574,"***"
41567919,"The Islands","BROOKLYN","Caribbean","violations",26,"B",4,603,"671 Washington Ave",40.6770523794749,-73.9634169638157,"****"
50050924,"Golden Leaf Sky","QUEENS","Chinese","violations",28,"C",5,1,"136-17 41st Ave",40.7587684404645,-73.8292528688908,"*****"
50066388,"Golden Leo Restaurant","BROOKLYN","Russian","violations",31,"C",3.5,6,"1794 Sheepshead Bay Rd",40.583866,-73.950883,"****"
50057879,"Stop & Shop","QUEENS","Delicatessen","violations",10,"A",3,73,"7417 Grand Ave",40.730812,-73.887359,"***"
41482441,"Golden Manna Bakery","MANHATTAN","Bakery","violations",19,"B",3.5,23,"16 Bowery St",40.71458,-73.99754,"****"
50051513,"Golden Palace Chinese Take Out","STATEN ISLAND","Chinese","violations",19,"B",2,13,"1757 Arthur Kill Rd",40.55973,-74.19731,"**"
41178943,"Golden Palace Chinese Restaurant","BRONX","Chinese","violations",48,"C",2.5,6,"682 Castle Hill Ave",40.82097,-73.84817,"***"
41194745,"Imperial Palace","QUEENS","Chinese","violations",9,"A",4,352,"13613 37th Ave",40.761867,-73.830619,"****"
41623217,"Congee Village","BROOKLYN","Chinese","violations",2,"A",3.5,1350,"100 Allen St",40.7187,-73.99031,"****"
41099225,"Golden Pastry Shop","STATEN ISLAND","Bakery","violations",11,"A",4.5,5,"1 Corson Ave",40.638429,-74.078967,"*****"
50044917,"Golden Phoenix Chinese Restaurant","BRONX","Chinese","violations",32,"C",3,20,"5646 Riverdale Ave",40.9056141,-73.9042813,"***"
40395921,"Golden Pizza","BRONX","Pizza","violations",4,"A",4,18,"504 E 138th St",40.80751,-73.9194799,"****"
41313271,"Royal India Palace","QUEENS","Indian","violations",20,"B",3.5,47,"11806 Atlantic Ave",40.69362,-73.82837,"****"
50043897,"Golden Ring","BRONX","Caribbean","violations",19,"B",4.5,3,"4342 White Plains Rd",40.896622,-73.855209,"*****"
41574370,"Golden Sands Cafe","BROOKLYN","Bakery","violations",26,"B",2.5,7,"1924 Ave U",40.599075,-73.951736,"***"
50002067,"Golden Star Chinese Restaurant","STATEN ISLAND","Chinese","violations",23,"B",3.5,24,"2110 Clove Rd",40.60326,-74.08341,"****"
41158614,"Golden Star Garden","BRONX","Chinese","violations",15,"B",3,5,"1380 E Gun Hill Rd",40.8697509765625,-73.8456344604492,"***"
41615149,"Di Fara Pizza","BROOKLYN","Jewish/Kosher","violations",15,"B",4,2848,"1424 Ave J",40.625093,-73.961531,"****"
41409441,"Golden Steamer","MANHATTAN","Bakery","violations",33,"C",4,295,"143-A Mott St",40.71877,-73.99679,"****"
50048677,"East Harbor Seafood Palace","BROOKLYN","Bakery","violations",28,"C",4,587,"714 65th St",40.63348,-74.01425,"****"
41487281,"Golden Terrace Banquet Hall","QUEENS","Indian","violations",18,"B",3.5,12,"120-23 Atlantic Ave",40.6948099,-73.82652,"****"
40560953,"Golden Theatre","MANHATTAN","American","violations",31,"C",3.5,54,"252 W 45th St",40.75886,-73.98792,"****"
50065371,"Doughnut Plant","MANHATTAN","Chinese","violations",4,"A",4.5,2980,"379 Grand St",40.7163944930004,-73.9886098620298,"*****"
50001456,"Jing Fong Restaurant","MANHATTAN","Chinese","violations",25,"B",3.5,1936,"20 Elizabeth St",40.7159552385198,-73.9971831076206,"****"
41302151,"Golden Way","QUEENS","Chinese","violations",18,"B",3.5,45,"13309 Cross Bay Blvd",40.67507,-73.842849,"****"
50007247,"Golden Wok","MANHATTAN","Chinese","closed",69,"C",3,34,"4218 43rd Ave",40.745129,-73.921549,"***"
50012296,"Buddakan","MANHATTAN","Chinese","violations",12,"A",4,3373,"75 9th Ave",40.7422762672197,-74.0048000961542,"****"
41326196,"Golden Wok","MANHATTAN","Chinese","violations",26,"B",3,34,"4218 43rd Ave",40.745129,-73.921549,"***"
41535326,"Taci's Beyti","BROOKLYN","Chinese","violations",26,"B",4.5,553,"1953 Coney Island Ave",40.609571,-73.96211,"*****"
50053142,"Goldie's","BROOKLYN","American","violations",5,"A",3.5,35,"195 Nassau Ave",40.7256691635571,-73.9451066666664,"****"
41448719,"100 Barclay","MANHATTAN","American","no violations",0,"B",4,1,"100 Barclay St",40.714003726409,-74.0125971854743,"****"
41678691,"Golf & Body NYC","MANHATTAN","American","violations",13,"A",5,2,"883 Avenue Of The Americas",40.748455,-73.989166,"*****"
41719348,"Golf Manhattan","MANHATTAN","American","violations",8,"A",4.5,50,"108 W 39th St",40.7529945373535,-73.9862213134766,"*****"
50013416,"Gong Cha","MANHATTAN","Juice, Smoothies, Fruit Salads","violations",22,"B",4,334,"75 W 38th St",40.7523752091444,-73.98557536304,"****"
41648237,"Gonzalez y Gonzalez","MANHATTAN","Mexican","violations",23,"B",3,357,"192 Mercer St",40.7261303289736,-73.9972339217213,"***"
50051887,"Goo Gong Tan","QUEENS","Korean","violations",32,"C",4,90,"40-09 149th Pl",40.76318,-73.81492,"****"
41528838,"Proletariat","MANHATTAN","Bottled beverages, including water, sodas, juices, etc.","violations",34,"C",4,267,"102 St Marks Pl",40.7272506368689,-73.9845192432404,"****"
50001761,"Good Century Cafe","MANHATTAN","Chinese","violations",13,"A",4,36,"243 Grand St",40.7182735,-73.994496,"****"
41505645,"Good Chinese Restaurant","BROOKLYN","Chinese","violations",19,"B",3.5,94,"663 Knickerbocker Ave",40.6951122106303,-73.9116479761463,"****"
41001363,"Peter Luger Steak House","QUEENS","American","violations",5,"A",4,857,"255 Northern Blvd",40.777507,-73.727721,"****"
50051818,"Good Day Play Cafe","QUEENS","Caf̩/Coffee/Tea","violations",11,"A",4.5,70,"208-03 35th Ave",40.7676322,-73.7799861,"*****"
41660608,"Good Day Seafood Restaurant","BROOKLYN","Chinese","violations",44,"C",3,82,"6202 18th Ave",40.620872,-73.988785,"***"
41151521,"Le Bernardin","MANHATTAN","American","violations",11,"A",4.5,2101,"155 W 51st St",40.761557,-73.981763,"*****"
41227925,"Good Eats Diner","QUEENS","American","violations",13,"A",4,375,"69-32 Grand Ave",40.72629,-73.89421,"****"
40623604,"Jacob's Pickles","MANHATTAN","American","violations",33,"C",4,2920,"509 Amsterdam Ave",40.7866504411994,-73.9755284786224,"****"
41428706,"Good Family Bakery","BROOKLYN","Bakery","violations",13,"A",3.5,10,"1317 Ave U",40.59882,-73.95764,"****"
41719692,"Lombardi's Pizza","QUEENS","Pizza","violations",10,"A",4,5388,"32 Spring St",40.721515,-73.995735,"****"
50051941,"Lombardi's Pizza","BRONX","Pizza","violations",8,"A",4,5388,"32 Spring St",40.721515,-73.995735,"****"
41710558,"Good Fortune Restaurant","QUEENS","Chinese","violations",12,"A",2.5,108,"46-45 Kissena Blvd",40.7497948,-73.8180092,"***"
41703285,"Good Friends Chinese Restaurant","BROOKLYN","Chinese","violations",12,"A",3,8,"270 Tompkins Ave",40.6887136147671,-73.9450487000608,"***"
50045061,"Good Friends Chinese Restaurant","BROOKLYN","Chinese","violations",20,"B",3,8,"270 Tompkins Ave",40.6887136147671,-73.9450487000608,"***"
41590819,"Good Friend 1","QUEENS","Asian","violations",18,"B",4,16,"1376 Nostrand Ave",40.65314,-73.9499699,"****"
50059672,"Good Friend 1","BROOKLYN","Chinese","violations",22,"B",4,16,"1376 Nostrand Ave",40.65314,-73.9499699,"****"
41641722,"Good Friends Chinese Restaurant","BROOKLYN","Chinese","violations",9,"A",3,8,"270 Tompkins Ave",40.6887136147671,-73.9450487000608,"***"
41708744,"Lee Good Taste","BROOKLYN","Chinese","violations",17,"B",4.5,10,"2686 Pitkin Ave",40.6751870148044,-73.8729380071163,"*****"
50054780,"Good Harvest","BROOKLYN","Chinese","violations",3,"A",3.5,82,"6324 Fort Hamilton Pkwy",40.631422388901,-74.0082286219422,"****"
41337907,"Good Hope Restaurant","BROOKLYN","Caribbean","violations",12,"A",4,13,"12115 Liberty Ave",40.6873099,-73.8219699,"****"
50017736,"Good Joy","BROOKLYN","Chinese","violations",5,"A",3,26,"216 Dekalb Ave",40.68942,-73.97067,"***"
41597722,"Dong Yi Feng - Good Kitchen Seafood Restaurant","QUEENS","Chinese","closed",50,"C",3.5,262,"135-29 37th Ave",40.7613208665278,-73.8320295962952,"****"
50040929,"Good Luck Chinese Restaurant","QUEENS","Chinese","violations",12,"A",4.5,10,"4516 48th Ave",40.7392043166647,-73.9197625899353,"*****"
50039368,"Good Night Sonny","MANHATTAN","American","violations",29,"C",4,189,"134 1st Ave",40.72768,-73.98502,"****"
50065554,"Roberta's","QUEENS","Pizza","violations",10,"A",4,2305,"261 Moore St",40.705043534338,-73.93357123374,"****"
40657772,"Minetta Tavern","MANHATTAN","American","violations",19,"B",4,1941,"113 Macdougal St",40.7300047976758,-74.0006073834151,"****"
50061189,"Good Seed","MANHATTAN","Salads","violations",7,"A",4,103,"213 W 35th St",40.75204,-73.99076,"****"
40403989,"Good Shepherd Services","MANHATTAN","American","violations",10,"A",1,1,"7 W Burnside Ave",40.8539699,-73.90766,"**"
50056884,"Good Stock","MANHATTAN","Soups","violations",14,"B",4.5,24,"230 Park Ave",40.7543721,-73.97618,"*****"
50057592,"The Rooftop at Arlo SoHo","MANHATTAN","American","no violations",0,"B",3.5,5,"231 Hudson St",40.72411,-74.00803,"****"
41273696,"Good Stuff Diner","MANHATTAN","American","violations",7,"A",3.5,355,"109 W 14th St",40.7378113,-73.9975696,"****"
50000993,"Good Taste Restaurant","BRONX","Chinese","violations",22,"B",4,41,"3371 Broadway",40.8214624,-73.9543845,"****"
50005125,"Peaches HotHouse","BROOKLYN","Chinese","violations",9,"A",4,931,"415 Tompkins Ave",40.6833699737169,-73.9437798410654,"****"
50032969,"Red Rooster Harlem","MANHATTAN","Chinese","violations",7,"A",3.5,2406,"310 Lenox Ave",40.80815,-73.94488,"****"
50002576,"East Harbor Seafood Palace","BROOKLYN","Chinese","violations",12,"A",4,587,"714 65th St",40.63348,-74.01425,"****"
50005589,"Yankee Stadium","BRONX","Chinese","violations",9,"A",4,1094,"1 E 161st St",40.8297187687158,-73.9261700867864,"****"
41549885,"Good Taste Chinese Restaurant","BRONX","Chinese","violations",10,"A",3,2,"863 E 149th St",40.8118019104004,-73.9033050537109,"***"
50001691,"Martha's Country Bakery","QUEENS","Chinese","violations",9,"A",4,1548,"70-28 Austin St",40.72038,-73.84604,"****"
50038366,"Good Taste Restaurant","BRONX","Chinese","violations",10,"A",4,41,"3371 Broadway",40.8214624,-73.9543845,"****"
50058720,"Good Times Barbershop","BROOKLYN","Delicatessen","violations",9,"A",5,4,"570 Rogers Ave",40.657942,-73.953529,"*****"
41346473,"Good To Go","BRONX","Italian","violations",15,"B",3.5,174,"1894 Eastchester Rd",40.851409,-73.843467,"****"
41573961,"Good View Bakery","BROOKLYN","Chinese","violations",5,"A",2.5,31,"7820 New Utrecht Ave",40.612921,-74.001125,"***"
41670931,"Good View Delicious Bakery","BROOKLYN","Chinese","violations",25,"B",3.5,13,"4518 8th Ave",40.64368,-74.00145,"****"
50014650,"Talde","STATEN ISLAND","Chinese","violations",21,"B",3.5,985,"369 7th Ave",40.6657016935431,-73.982548767788,"****"
50045462,"Bread & Tulips","BROOKLYN","Caribbean","violations",4,"A",4,211,"365 Park Ave S",40.7421,-73.98461,"****"
41430578,"Goodfella's","BRONX","Pizza/Italian","violations",51,"C",3,116,"1817 Victory Blvd",40.6131631678006,-74.1239388189476,"***"
41625323,"La Esquina","QUEENS","American","violations",7,"A",3.5,1781,"114 Kenmare St",40.721502075214,-73.9976406097412,"****"
41560644,"Goodfellas Pizzeria","STATEN ISLAND","Italian","violations",29,"C",2,4,"255 Hackensack St",40.8485325546816,-74.0811859080589,"**"
50016107,"Goody Restaurant","BROOKLYN","Chinese/Cuban","violations",2,"A",2,9,"228 Newark Ave",40.7223697,-74.0473288,"**"
40550548,"Goody's BBQ Chicken and Ribs","QUEENS","Caribbean","violations",12,"A",4,53,"7018 Amstel Blvd",40.592876,-73.799841,"****"
40859127,"Goody's Spanish Food & More Restaurant","STATEN ISLAND","Spanish","violations",23,"B",4.5,2,"201 Port Richmond Ave",40.6363,-74.13443,"*****"
41213444,"Hemispheres","MANHATTAN","American","violations",7,"A",5,32,"76 9th Ave",40.7416873877202,-74.0039697809188,"*****"
41223399,"Hemispheres","MANHATTAN","American","violations",7,"A",5,32,"76 9th Ave",40.7416873877202,-74.0039697809188,"*****"
41601678,"Chelsea Market","MANHATTAN","American","violations",11,"A",4.5,1837,"75 9th Ave",40.7419711362098,-74.0048450364568,"*****"
50013581,"Balthazar Restaurant","MANHATTAN","American","violations",9,"A",4,2619,"80 Spring St",40.722730394629,-73.998330776327,"****"
50046941,"The High Line","MANHATTAN","American","violations",10,"A",4.5,2083,"820 Washington St",40.7479831752801,-74.0048906107511,"*****"
41585919,"Dough","MANHATTAN","American","violations",2,"A",4,1299,"14 W 19th St",40.73931,-73.99243,"****"
41567381,"Wafels & Dinges","MANHATTAN","Asian","violations",40,"C",4.5,1502,"",40.7392845153809,-73.9989318847656,"*****"
41543188,"New Gookies Kitchen","QUEENS","Chinese","violations",12,"A",3.5,8,"23420 Merrick Blvd",40.6741794,-73.7358568,"****"
41427008,"Gordon Bennett","BROOKLYN","American","closed",35,"C",4,109,"109 S 6th St",40.7107511,-73.9641682,"****"
50003977,"Gorilla Coffee","BROOKLYN","Caf̩/Coffee/Tea","violations",35,"C",3.5,76,"472 Bergen St",40.68085,-73.9756699,"****"
50036616,"Gossip Coffee","QUEENS","Caf̩/Coffee/Tea","violations",12,"A",4,250,"37-04 30th Ave",40.76436,-73.9166,"****"
41372091,"Gossip Coffee","MANHATTAN","American","violations",10,"A",4,250,"37-04 30th Ave",40.76436,-73.9166,"****"
50018426,"Gotan","MANHATTAN","Mediterranean","violations",9,"A",4,292,"130 Franklin St",40.719255,-74.006607,"****"
40379304,"Gotham Bar and Grill","MANHATTAN","American","violations",7,"A",4.5,1415,"12 E 12th St",40.734186,-73.993696,"*****"
41636931,"Gotham Cafe","MANHATTAN","Delicatessen","violations",7,"A",3,148,"1298 2nd Ave",40.7663366540951,-73.9599185336314,"***"
40559633,"Bryant Park","MANHATTAN","American","violations",11,"A",4.5,990,"41 W 40th St",40.7538842911333,-73.9836510457098,"*****"
41125776,"Gotham City Lounge","BROOKLYN","American","violations",11,"A",4,107,"1293 Myrtle Ave",40.69808,-73.92661,"****"
